Name,released,ratings,metacritic,esrb
Tidal Affair: Before The Storm,2015-11-24,0.0,,None
Deserter Simulator,2015-07-30,0.0,,None
PRiO,2016-03-18,0.0,,None
Super Hero Squad: TIG,2013-09-13,0.0,,Everyone 10+
Grand Slam Tennis 2,2012-02-09,0.0,,None
CapitalShip VR,2016-10-17,0.0,,None
The Harvest,2013-10-25,0.0,,None
Monsters Ate My Birthday Cake,2013-08-20,0.0,,Everyone 10+
Raiden V,2016-05-11,0.0,,None
GoBlock's Impossible Medley,2015-03-21,0.0,,None
Hack Run ZERO,2013-05-10,0.0,,Teen
Empty Horizons,2016-07-19,0.0,,None
Overdosed - A Trip To Hell,2016-05-23,0.0,,None
Nightclub Emporium,2015-08-07,0.0,,None
"Fly, Glowfly!",2016-07-08,0.0,,None
Mutant Fighting Cup 2,2016-02-15,0.0,,None
Farming Simulator 16,2015-08-05,0.0,,None
Vitamin Z,2015-05-27,0.0,,Everyone 10+
Marvel vs. Capcom: Origins,2012-09-25,3.86,,None
Anna,2012-07-16,0.0,,None
Marmoset Toolbag 3,2016-11-25,0.0,,None
Fresh Body,2016-11-15,0.0,,None
Kill The Plumber,2015-12-31,0.0,,None
That Trivia Game,2014-04-15,0.0,,Everyone 10+
Nighttime Terror VR: Dessert Defender,2016-04-04,0.0,,None
Earth Defense Force 2: Invaders from Planet Space,2014-12-11,0.0,,Teen
MagNets,2015-01-30,0.0,,None
Aokana - Four Rhythms Across the Blue / 苍之彼方的四重奏,2014-09-03,0.0,,None
Nanomedix Inc,2016-10-27,0.0,,None
Invisible Apartment Zero,2015-02-09,0.0,,None
MotoGP 14 Compact,2014-11-21,0.0,,None
Mech Marines: Steel March,2015-01-09,0.0,,None
Pro Cycling Manager 2014,2014-06-19,0.0,,None
9th Dawn II,2016-03-12,0.0,,Teen
Scooby Doo! & Looney Tunes Cartoon Universe: Adventure,2014-07-16,0.0,,None
"Human, we have a problem",2016-07-05,0.0,,None
SlashDash,2015-07-17,0.0,,Everyone 10+
Blade Ballet,2016-08-09,0.0,,Everyone 10+
CodeSpells,2015-09-18,0.0,,None
The Guided Fate Paradox,2013-01-24,0.0,,None
A Healer Only Lives Twice,2016-06-02,0.0,,Everyone 10+
Tin Star,2014-02-21,0.0,,None
Datswer,2015-02-04,0.0,,None
Junk Jack,2013-08-29,0.0,85.0,None
Psycho Starship Rampage,2015-01-30,0.0,,None
Medieval Playground,2016-01-29,0.0,,None
RAM BOE,2016-04-04,0.0,,None
Virus Jigglin' Fever,2015-05-05,0.0,,None
One Final Chaos,2015-10-21,0.0,,None
Driving School Simulator,2014-09-25,0.0,,None
Karma,2015-07-14,0.0,,None
Pixel Survival - Craft Game,2016-01-14,0.0,,None
AeternoBlade,2014-02-18,2.67,,Everyone 10+
World at Arms,2012-11-02,0.0,,Teen
Mario Tennis Open,2012-05-20,3.67,,None
Airship Asunder,2016-07-21,0.0,,None
Time Machine VR,2016-05-19,0.0,58.0,Teen
Wheely,2016-11-09,0.0,,None
Hyrule Warriors Legends,2016-03-25,3.88,,Teen
Furfly,2015-12-18,0.0,,None
Mysteries of the Past: Shadow of the Daemon Collector's Edition,2016-02-19,0.0,,None
Bicyclism EP,2016-11-14,0.0,,None
Sphere Complex,2016-11-18,0.0,,None
ASA: A Space Adventure - Remastered Edition,2015-03-04,0.0,,None
Honkai Impact 3rd,2016-10-14,3.6,,Teen
Industry Transporters,2015-08-31,0.0,,None
Assassin's Creed III: The Tyranny of King Washington - The Redemption,2013-04-23,3.92,,None
MXGP - The Official Motocross Videogame Compact,2014-12-03,0.0,,None
The Dead Linger,2013-09-27,0.0,,None
A Quiver of Crows,2016-10-19,0.0,,None
Back To Life 3,2014-12-16,0.0,,None
Balloon Chair Death Match,2016-12-13,0.0,,None
We Slay Monsters,2014-11-17,0.0,,None
The Bits That Saved The Universe,2016-12-29,0.0,,None
Slightly Magic - 8bit Legacy Edition,2016-09-29,0.0,,None
BUFF KNIGHT ADVANCED,2015-09-02,0.0,,Everyone 10+
Lunar Stone - Origin of Blood,2016-11-18,0.0,,None
Professional Farmer 2017,2016-03-23,0.0,,Everyone
The Cat Machine,2015-08-12,0.0,,None
Hotel Blind,2016-04-05,0.0,,None
Ice Age Village,2012-04-05,3.33,,Everyone 10+
Pacific Rim,2013-07-11,0.0,44.0,None
DEXED,2016-09-26,0.0,,Teen
Hegemony III: Clash of the Ancients,2015-08-24,0.0,,None
Pump-Action Captain,2015-08-20,0.0,,None
the Line,2014-05-29,0.0,,None
Near Midnight,2016-10-13,0.0,,None
GravBlocks,2015-12-15,0.0,,None
Timber! The Logging Experts,2016-11-18,0.0,,None
The Muppets Movie Adventures,2015-09-01,0.0,,Everyone 10+
MUD,2013-02-12,0.0,,Teen
Cube Escape: Case 23,2015-07-31,4.19,,Teen
Runes,2016-11-24,0.0,,Everyone 10+
Throne Rushers,2016-08-10,0.0,,None
Sandra and Woo in the Cursed Adventure,2015-09-20,0.0,,None
The Smurfs 2,2013-07-23,0.0,,Everyone
Battle Dome,2016-06-08,0.0,,None
Jagged Alliance Online: Reloaded,2015-09-24,0.0,,None
Time Tenshi,2015-11-20,0.0,,Adults Only
Stars Simulation,2016-09-08,0.0,,None
Hyperdimension Neptunia Victory,2012-08-30,0.0,,Teen
Age of Empires II: Forgotten Empires,2012-12-29,4.0,,None
Formula Truck 2013,2015-02-02,0.0,,None
Simple VR Video Player,2016-07-19,0.0,,None
Night Vigil,2016-08-09,0.0,,None
Dead Sea,2015-03-25,0.0,,None
Earn to Die,2012-09-20,4.27,,Teen
MC Lars: The Video Game,2016-09-18,0.0,,Teen
WizardCraft,2016-05-27,0.0,,None
Alphabeats: Master Edition,2016-03-07,0.0,,None
SUMICO - The Numbers Game,2015-07-03,0.0,,None
Zombasite,2016-08-22,0.0,66.0,None
Daughter of Shadows: An SCP Breach Event,2016-04-04,0.0,,None
Wildlife Park 2 - Fantasy,2014-07-17,0.0,,None
Anomalies,2016-10-28,0.0,,None
New Yankee in King Arthur's Court,2016-04-28,0.0,,None
Street Fighter II Turbo: Hyper Fighting,2016-08-25,4.42,,None
Blackgate Deluxe Ed.,2014-04-01,0.0,,Teen
aMAZEing adventures,2016-12-21,0.0,,None
Of Kings And Men,2016-08-25,0.0,,None
Sky to Fly: Soulless Leviathan,2016-07-22,0.0,,None
Toy Story Mania,2012-10-30,0.0,,Everyone 10+
KYURINAGA'S REVENGE,2016-10-25,0.0,,Everyone 10+
Dropship Down,2016-07-21,0.0,,None
miniLAW: Ministry of Law,2016-01-25,0.0,,None
Plants vs. Zombies Heroes,2016-10-18,3.31,,None
FINAL FANTASY BRAVE EXVIUS,2016-06-29,3.0,,Teen
Constricting Cubes,2016-11-07,0.0,,None
liquivid,2015-04-20,0.0,,None
Advanced Tactics Gold,2014-08-15,0.0,,None
Cube Escape: The Mill,2015-09-05,4.21,,Teen
Space Marshals,2015-01-08,4.44,,None
Chunks,2016-04-11,0.0,,None
Space Rift NON-VR - Episode 1,2016-12-13,0.0,,None
Neko Atsume: Kitty Collector,2014-10-21,4.0,,Everyone 10+
DEAD TRIGGER,2012-06-28,3.85,,None
Heart of Ember CH1,2015-07-27,0.0,,None
The Grave Digger,2015-04-29,0.0,,None
Mystic Messenger,2016-09-02,4.29,,None
Legasista,2012-03-15,0.0,,Teen
Dragon Fantasy Book II,2013-09-10,0.0,,Everyone 10+
Dungeon Keeper (mobile),2013-10-10,1.83,,Everyone 10+
Quatro Luzes,2015-11-13,0.0,,None
Occurrence at JCR Outpost,2016-07-18,0.0,,None
Telepath Tactics,2015-04-15,0.0,,None
The Walking Dead - Episode 1: A New Day,2012-04-24,4.53,,Mature
Code Name: S.T.E.A.M.,2015-03-13,0.0,,None
reconquest,2016-12-16,0.0,,None
Danny's War,2016-11-23,0.0,,None
Hunting Unlimited 4,2016-11-03,0.0,,None
Voidspire Tactics,2015-11-02,0.0,,None
Rescue Team 2,2015-09-23,0.0,,None
Monsters and Monocles,2016-08-16,0.0,,None
Blood Alloy: Reborn,2016-03-02,0.0,48.0,None
Castle Invasion: Throne Out,2016-07-27,0.0,,Everyone
Sixty Second Shooter Prime,2014-06-18,0.0,,Everyone
Wings Over Europe,2014-05-30,0.0,62.0,None
VR Baseball,2016-04-04,0.0,,Everyone 10+
Purino Party,2016-06-22,0.0,,None
Voodoo Chronicles: The First Sign HD - Director’s Cut Edition,2015-05-28,0.0,,None
AntharioN,2015-07-15,0.0,,None
Sleeping Dogs: Year of the Snake,2013-03-13,3.4,,None
BigFest,2015-12-01,0.0,,Everyone 10+
Tiki Taka Soccer,2015-06-04,0.0,,None
CHKN,2016-04-01,3.29,,None
Vex,2016-09-13,0.0,,None
Lost Bros,2016-02-25,0.0,,None
Raging Titan,2016-10-16,0.0,,None
Cross And Crush,2016-09-15,0.0,,None
X-Plane 10 Global - 64 Bit,2014-07-14,0.0,,None
Wave Magic VR,2016-12-29,0.0,,None
Eternal Destiny,2016-04-21,0.0,,None
GrottyScape,2016-10-06,0.0,,None
Tyto Ecology,2016-04-14,0.0,,None
Black Hole Hazard,2016-08-28,0.0,,None
"Voice Commander, a Microsoft Garage project",2014-10-22,2.67,,Everyone
DBZ for Kinect,2012-09-25,0.0,,Teen
Horror in the Asylum,2016-02-01,0.0,,None
Skylanders SuperChargers Portal Owner's Pack,2015-09-20,0.0,,Everyone 10+
Metal Gear Rising: Revengeance - Jetstream Sam,2013-04-09,4.67,,None
Battle Princess of Arcadias,2013-09-26,0.0,,Teen
Psy High,2014-12-11,0.0,,None
Atlantic Fleet,2015-05-23,0.0,,None
FLUSTER CLUCK,2014-10-21,0.0,,Everyone 10+
PRINCIPIA: Master of Science,2016-09-09,0.0,,None
Box Out!,2015-05-04,0.0,,None
DRAGON QUEST III,2014-09-25,4.0,,None
J-STARS Victory VS+,2014-03-19,0.0,,Teen
The Sentient,2016-02-29,0.0,,None
Panda School Browser,2015-05-22,0.0,,None
Sentris,2014-08-22,0.0,,None
Urban Legends,2015-03-02,0.0,,None
FriendShip,2016-12-16,0.0,,None
Rescue Team 3,2015-09-23,0.0,,None
Amazing Frog?,2014-11-21,0.0,,Everyone 10+
Paranautical Activity,2013-09-05,0.0,,Teen
Saints Row IV: Enter the Dominatrix,2013-10-22,3.5,,None
Happy Maze,2016-12-21,0.0,,None
Radiant Defense,2012-04-13,0.0,,None
Harvest Moon 3D: A New Beginning,2012-11-06,3.86,,None
Ace Attorney: Dual Destinies,2014-08-14,4.17,,None
Cho Dengeki Stryker All Ages Version,2014-09-19,0.0,,None
Tomato Jones,2016-07-11,0.0,,None
Bipolar Game,2016-04-19,0.0,,None
Voxel Blast,2015-10-22,0.0,,None
Color Chaos,2016-05-02,0.0,,None
The Surprising Adventures of Munchausen,2012-02-19,0.0,,None
PixelJunk Monsters HD,2013-08-25,0.0,,None
Floppy Heroes,2016-09-13,0.0,,None
Phrase Shift,2016-11-30,0.0,,None
AquaSnap Window Manager,2015-12-18,0.0,,None
Shadowcrypt,2014-09-15,0.0,,None
Bleeding Blocks,2015-09-15,0.0,,None
T-Kara Puzzles,2016-06-01,0.0,,None
Starchaser: Priestess of the Night Sky,2015-07-24,0.0,,None
The Purge Day,2016-11-25,0.0,,None
Framed Wings,2016-08-06,0.0,,None
Destructamundo,2015-01-28,0.0,,None
Void Raiders,2016-06-14,0.0,,None
Super Rad Raygun,2016-11-15,0.0,64.0,None
Zombie Parking,2016-04-14,0.0,,None
ARKEDO SERIES,2012-10-16,0.0,,Everyone 10+
CHAOS CODE,2013-04-03,0.0,,Teen
Starr Mazer: DSP,2016-08-26,0.0,,Everyone
Fist of the North Star: Ken’s rage 2,2013-02-05,0.0,,Mature
Fated Souls 2,2016-12-02,0.0,,None
Feed and Grow: Fish,2016-01-08,4.0,,None
East Tower - Kurenai,2014-03-21,0.0,,None
Bowl Bound College Football,2015-09-03,0.0,80.0,None
TesserAct,2014-10-24,0.0,,None
Flappy Bird,2013-05-24,3.8,,None
Nanuleu,2016-06-30,0.0,,None
Hyperdimension Neptunia Re;Birth2: Sisters Generation,2015-05-28,0.0,,Teen
Disgaea D2: A Brighter Darkness,2013-10-08,0.0,,Teen
The Amazing Bernard,2016-05-31,0.0,,Everyone 10+
TimeLines: Assault on America,2013-09-24,0.0,,None
Tinertia,2015-09-03,0.0,,Everyone 10+
Above - VR,2016-11-01,0.0,,None
Fist of Jesus,2014-10-17,0.0,63.0,None
Hatland Adventures,2015-02-03,0.0,,None
Midnight,2015-01-22,0.0,,None
Trine 2: Goblin Menace,2012-09-06,4.0,,None
Evochron Legacy,2016-01-18,0.0,,None
Mr Makeshifter,2015-08-21,0.0,,None
European Fishing,2014-11-20,0.0,,None
Mind OVR Matter,2016-06-20,0.0,,None
Call of Duty: Black Ops Declassified,2012-11-13,3.33,,Mature
DRAGON QUEST II,2014-10-09,3.78,,None
Corona Blossom Vol.1 Gift From the Galaxy,2016-07-27,0.0,,None
Tom Clancy's Ghost Recon Phantoms,2014-04-10,3.09,,None
Bear Simulator,2016-02-26,3.17,,None
Shady Brook - A Dark Mystery Text Adventure,2016-10-24,0.0,,None
Hay Day,2012-06-21,3.44,,Everyone
Withstand: Apotheosis,2015-07-31,0.0,,None
CounterAttack,2016-04-21,0.0,,None
Fairspace,2015-10-21,0.0,,None
Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,2015-06-04,0.0,77.0,Everyone 10+
The Shape Of Heart,2016-10-25,0.0,,None
Rage Pig,2016-11-11,0.0,,None
Metal Gear Solid V: Metal Gear Online,2015-10-06,3.09,,None
Fine China,2016-10-21,0.0,,None
The Lost,2016-08-17,0.0,,Everyone 10+
The Splatters,2012-04-11,0.0,,Everyone
To End All Wars,2014-08-29,0.0,71.0,None
Gear Gauntlet,2016-04-15,0.0,,Everyone
RIGS Mechanized Combat League,2016-10-13,0.0,,Teen
XIIZEAL,2015-06-05,0.0,,None
Elansar,2016-01-11,0.0,,None
Space - The Return Of The Pixxelfrazzer,2015-11-02,0.0,,None
Hail to the King: Deathbat,2014-10-16,0.0,,Teen
Corona Blossom Vol.2 The Truth From Beyond,2016-10-26,0.0,,None
Dai Gyakuten Saiban: Naruhodō Ryūnosuke no Bōken  (Ace Attorney),2015-07-09,4.33,,None
Rayman Adventures,2015-10-20,3.9,,None
MAGICAL BEAT,2014-06-17,0.0,,Everyone 10+
Jacob Jones and the Bigfoot Mystery: Episode 1,2013-05-16,0.0,,Everyone 10+
Tower Dwellers,2016-08-23,0.0,,Everyone 10+
World's Fastest Pizza,2016-03-15,0.0,,None
Meld,2016-05-11,0.0,,None
Mini's Magic World,2016-05-12,0.0,,None
Risk Urban Assault,2016-08-02,0.0,,Everyone 10+
Assassin's Creed III: The Tyranny of King Washington - The Betrayal,2013-03-19,3.92,,None
Ginger: Beyond the Crystal,2016-10-25,0.0,,Everyone
K Station,2016-06-15,0.0,,None
The Impossible Travel Agency,2016-09-02,0.0,,None
Revenge: Rhobar's myth,2015-09-08,0.0,,None
Beyond Dimensions,2016-03-11,0.0,,None
Unruly Ghouls,2016-10-19,0.0,,None
Call of the Ninja!,2015-02-16,0.0,,None
Fatal Fight,2015-05-10,0.0,,Teen
Fallout 4 - Contraptions Workshop,2016-06-21,2.56,,None
Guardian Of December,2016-11-30,0.0,,None
Wander,2015-06-04,0.0,,Everyone 10+
Iron Front: Liberation 1944,2012-05-25,0.0,,None
Crossovers by POWGI,2016-06-15,0.0,,None
Rock 'N Racing Off Road DX,2015-09-17,0.0,,None
Awareness Rooms,2016-06-16,0.0,,None
Star Fox Guard,2016-04-22,0.0,,None
Crystal Control II,2016-08-26,0.0,,None
Mixups by POWGI,2016-04-07,0.0,,None
The Sims 3: Island Paradise,2013-06-25,4.3,,None
Borderlands 2 Headhunter 1: TK Baha's Bloody Harvest,2013-10-16,3.9,,None
FRU,2016-07-13,0.0,,None
Rooms: The Unsolvable Puzzle,2015-05-01,0.0,66.0,Everyone 10+
Hardware Engineers,2016-08-22,0.0,,None
Escape Artist: The Trial,2016-12-07,0.0,,None
Escape Bloody Mary,2016-10-25,0.0,,None
Heroes Never Lose: Professor Puzzler's Perplexing Ploy,2015-11-23,0.0,,None
Gun Wings,2015-12-08,0.0,,None
Fuego!,2015-11-16,0.0,,None
Philia: the Sequel to Elansar,2015-04-15,0.0,,None
Tour de France 2015,2015-06-18,0.0,,Everyone
"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",2015-01-01,0.0,,None
Zombie Tsunami,2012-05-31,3.8,,None
Axis Football 2016,2016-07-29,0.0,,None
Assassin's Creed III: The Tyranny of King Washington - The Infamy,2013-02-19,3.92,,None
Moonshot,2015-12-21,0.0,,None
N2O: Nitrous Oxide,2015-06-29,0.0,,None
Fright Light,2016-08-26,0.0,,Everyone 10+
Hunting Unlimited 2009,2016-11-03,0.0,,None
Gun Bombers,2016-09-21,0.0,,None
The Melody of Grisaia,2016-12-15,0.0,,None
Theme Park Studio,2016-12-02,0.0,,None
The Withering,2015-12-18,0.0,,None
Civil War II,2014-07-03,0.0,,None
Racing Manager 2014,2013-12-06,0.0,,None
Diorama Battle of NINJA 虚拟3D世界 忍者之战,2016-09-19,0.0,,None
Boom Beach,2014-03-26,3.23,,None
Crystal Picnic,2014-09-06,0.0,,Everyone 10+
Birth of Shadows,2015-11-05,0.0,,None
Angel Express [Tokkyu Tenshi],2016-07-15,0.0,,None
Dino Eggs: Rebirth,2016-06-08,0.0,,None
Idle Civilization,2015-11-23,0.0,,Teen
Dandelion - Wishes brought to you,2014-09-29,3.83,,None
Platfinity,2016-05-25,0.0,,None
The Uncertain: Last Quiet Day,2016-09-21,0.0,,None
Lapland Solitaire,2015-09-14,0.0,,None
Spoko and Poko,2015-05-11,0.0,,None
Breaking Bones,2016-11-28,0.0,,None
The Men of Yoshiwara: Ohgiya,2016-04-19,0.0,,Teen
Special Forces: Team X,2013-02-06,0.0,,None
PANOPTES,2016-01-05,0.0,,None
Intrude,2016-08-01,0.0,,None
Volo Airsport,2014-12-04,0.0,,None
C.R.E.E.P.S,2016-03-16,0.0,,None
True Love ～Confide to the Maple～,2016-10-05,0.0,,None
Anmynor Puzzles,2014-03-20,0.0,,None
Shred! Downhill Mountain Biking,2015-07-08,0.0,,None
Entropy Rising,2015-11-20,0.0,,None
Attack of the Friday Monsters! A Tokyo Tale,2013-07-18,4.22,,None
LOUD on Planet X,2016-04-19,0.0,72.0,Teen
Coffin of Ashes,2016-12-08,0.0,,None
Nutjitsu,2014-05-08,0.0,,Everyone
Virtual Pool 4,2015-01-03,0.0,,None
Baldur's Gate: Siege of Dragonspear,2016-03-31,3.5,,None
Angry Birds Star Wars II,2013-09-18,3.8,,None
Smoots World Cup Tennis,2016-06-01,0.0,,None
Void Destroyer 2,2016-09-22,0.0,,None
Age of Sparta,2015-02-25,0.0,,Teen
Dungeon Quest,2014-04-10,0.0,,Everyone 10+
Isoland,2016-09-08,0.0,,None
Drifter,2014-03-04,0.0,,None
Rebound,2016-11-23,0.0,,None
Etaria | Survival Adventure,2016-01-27,0.0,,Everyone 10+
This Starry Midnight We Make,2015-06-01,0.0,,None
Twixel,2016-11-18,0.0,,None
BIOS,2016-12-13,0.0,,None
Conquest of Elysium 4,2015-11-16,0.0,,None
Zombie Camp: Last Survivor,2015-04-17,0.0,,None
Vilmonic,2016-06-15,0.0,,None
Final Fantasy Explorers,2016-01-26,2.8,,None
Black Hat Cooperative,2016-07-29,0.0,,Teen
Don Bradman cricket 14,2014-04-03,0.0,,Everyone 10+
Mutant Mudds,2012-01-26,3.14,,None
Galaxy Cannon Rider,2016-05-10,0.0,,None
Strike Force: Arctic Storm,2016-09-21,0.0,,None
Super Mixtape,2016-10-24,0.0,,None
NANOS,2015-07-28,0.0,,None
Mario Party: Island Tour,2013-11-22,3.67,57.0,Everyone
Batman: Arkham City - Harley Quinn's Revenge,2012-05-29,3.21,,None
Mass Exodus,2016-12-19,0.0,,None
Impossible Geometry,2016-05-12,0.0,,None
Earth Liberation,2016-12-15,0.0,,None
SB: Robotic Revenge,2013-10-22,0.0,,Everyone 10+
Day of the Trumplings,2016-09-03,0.0,,None
Proton Pulse,2016-04-05,0.0,,None
iOMoon,2016-04-27,0.0,,None
Story of Seasons,2015-03-31,0.0,,None
Forsaken Fortress Strategy,2015-09-18,0.0,,None
Dragon Ball: Xenoverse,2015-02-05,0.0,,None
Louie Cooks,2015-11-10,0.0,,None
Crash Landing,2016-02-04,0.0,,None
Attack the Light - Steven Universe Light RPG,2015-04-02,4.38,,Everyone 10+
Metal Gear Rising: Revengeance - Blade Wolf,2013-05-09,4.33,,None
Zipple World 2: The Sweet Chaos,2016-05-17,0.0,,None
We Become What We Behold,2016-10-18,4.64,,None
East Tower - Kuon,2013-05-14,0.0,,None
TankZone Battle,2015-09-21,0.0,,None
Rest In Peace,2016-12-15,0.0,,None
Saving Harmony,2016-09-26,0.0,,None
Elastrix,2014-12-18,0.0,,None
Roche Fusion,2015-01-23,0.0,85.0,None
Super Arcade Football,2016-04-04,0.0,,None
Mighty Switch Force! Hose It Down!,2015-02-12,0.0,,None
Mute Crimson+,2015-08-13,0.0,,None
AQUAPAZZA,2013-11-19,0.0,,Teen
Mech Anarchy,2016-03-15,0.0,,None
The Consuming Shadow,2015-11-20,0.0,,None
Company of Heroes 2 - Ardennes Assault,2014-11-17,0.0,81.0,Adults Only
Atomic Reconstruction,2016-12-18,0.0,,None
Game & Wario,2013-03-28,4.0,,None
TAKEN,2015-07-07,0.0,,None
Kingdom Tales 2,2014-08-07,0.0,,None
Adelantado Trilogy. Book one,2015-12-01,0.0,,None
Drop Out 0,2016-09-16,0.0,,None
Relic Alone,2015-11-26,0.0,,None
Spheria,2016-04-01,0.0,,None
Rainbow Hero,2015-03-19,0.0,,None
VEGAS Pro 14 Edit,2016-09-30,0.0,,None
Globe Rush,2015-12-10,0.0,,Everyone 10+
BattleLore: Command,2014-11-25,0.0,,None
Sol 0: Mars Colonization,2014-11-14,0.0,,None
Paparazzi,2015-02-17,0.0,,Everyone 10+
Cut the Rope: Magic,2015-12-16,3.86,,Everyone 10+
Hegemony Gold: Wars of Ancient Greece,2012-03-29,0.0,,None
Beach Resort Simulator,2014-11-28,0.0,,None
Tile Rider,2015-06-04,0.0,,None
Cookie Clicker,2013-08-10,3.75,,None
Grand Theft Auto: iFruit,2013-09-16,2.89,,None
MXGP2 - The Official Motocross Videogame Compact,2016-09-08,0.0,,Everyone 10+
Salvage Op,2016-12-12,0.0,,None
Titanis,2015-06-08,0.0,,None
Lop Nor Zombie VR (HTC Vive),2016-09-30,0.0,,None
Caribbean!,2015-02-20,0.0,,None
Leave the Nest,2016-05-27,0.0,,Teen
Tales of the Abyss 3D,2012-02-14,4.17,,None
DGU: Death God University,2015-07-15,0.0,,None
Into the Belly of the Beast,2016-06-22,0.0,,Everyone
HAUNTED: Halloween '85 (Original NES Game),2016-10-30,0.0,,None
DEAD TRIGGER 2,2013-05-08,3.75,,Mature
Infestation: Survivor Stories,2012-10-15,0.0,,None
Minigolf VR,2016-03-30,0.0,,None
Heroes of Normandie,2015-10-01,0.0,65.0,None
Ghost Blade,2014-10-19,0.0,,None
SpongeBob SquarePants: Plankton's Robotic Revenge,2013-10-10,3.12,,Everyone 10+
Womb Room,2016-04-04,0.0,,None
M.A.C.E. Tower Defense,2016-09-19,0.0,,Everyone 10+
Interfectorem,2016-11-04,0.0,,None
Filthy Lucre,2016-09-07,0.0,,Mature
Borderlands 2: Sir Hammerlock’s Big Game Hunt,2013-01-15,4.0,,None
Saints Row IV: How the Saints Save Christmas,2013-12-11,3.64,,None
Borderlands 2: How Marcus Saved Mercenary Day,2013-12-17,3.78,,None
Rainbow Skies,2016-01-01,0.0,,Teen
Reed,2016-07-16,0.0,,None
Spaceman Sparkles 3,2016-03-21,0.0,,None
Spider Wars,2016-11-18,0.0,,None
Shadowrun Chronicles: INFECTED Director's Cut,2015-12-10,0.0,,None
Bus Tycoon ND (Night and Day),2016-09-23,0.0,,None
Break the Cube,2015-01-27,0.0,,None
BLARP!,2016-04-04,0.0,,Everyone 10+
Enemy,2015-03-17,0.0,,None
Marble Muse,2015-08-14,0.0,,None
Zumba Fitness Core,2012-10-16,0.0,,Everyone 10+
Heartomics: Lost Count,2016-11-26,0.0,,None
Dungeon Dashers,2013-10-25,0.0,,None
SMASH+GRAB,2016-09-27,0.0,,None
Trapper's Delight,2016-07-19,0.0,,None
Girl Fight,2013-09-24,0.0,,Mature
Derelict,2016-07-22,0.0,,None
State of Extinction,2016-11-29,0.0,,None
Devoured Time,2016-08-08,0.0,,None
Lucky Rabbit Reflex!,2015-10-09,0.0,,None
Let's Fish! Hooked On,2012-03-29,0.0,,Everyone 10+
ESCHATOS,2015-09-18,0.0,,None
Pokémon Bank,2013-12-25,3.86,,None
Dreii,2013-10-29,0.0,,Everyone 10+
ZeGame,2016-05-27,0.0,,Everyone 10+
Dustbowl,2015-05-18,0.0,,None
Mass Effect Infiltrator,2012-03-06,3.67,68.0,None
Dumb Ways to Die,2013-05-07,3.73,,Teen
Crazy Max VR,2016-12-22,0.0,,None
Strongmind,2016-11-04,0.0,,None
The Cows Are Watching,2016-12-08,0.0,,None
Rube Works: The Official Rube Goldberg Invention Game,2014-04-22,0.0,,None
The Worm,2015-09-29,0.0,,None
Implosion - Never Lose Hope,2015-04-08,3.88,,Teen
Fighter Within,2013-11-19,0.0,,Teen
Powargrid,2016-10-05,0.0,,None
Finn and Jake's Epic Quest,2014-04-11,0.0,,None
Table Ice Hockey,2012-09-25,0.0,,Everyone 10+
Across Flash,2016-08-31,0.0,,None
Guardian war VR,2016-08-24,0.0,,None
War of the Human Tanks - Limited Operations,2016-06-13,0.0,,None
Hardware Engineering,2016-09-28,0.0,,None
The Rise of Chubtan,2016-01-21,0.0,,None
Chicken Assassin: Reloaded,2016-08-28,0.0,,Teen
Izeriya,2016-04-28,0.0,,None
Project Hovercraft,2016-10-19,0.0,,None
Stella Glow,2015-11-17,0.0,79.0,Teen
Mario Tennis: Ultra Smash,2015-11-20,2.17,58.0,Everyone
Giana Sisters: Rise of the Owlverlord,2013-09-25,0.0,,None
Partical City Guardians,2016-08-04,0.0,,None
Runemals,2015-10-22,0.0,,None
DELTAZEAL,2015-10-16,0.0,,None
Nebulous,2016-08-29,0.0,,Teen
Aquadelic GT,2015-03-25,0.0,,None
Drip Drip,2016-02-25,0.0,,None
Unbox: Newbie's Adventure,2015-05-06,0.0,,None
Cytus,2012-01-12,4.12,,None
Murasaki,2016-05-12,0.0,,None
Tour de France 2016,2016-06-16,0.0,,Everyone
Yomi,2014-04-17,0.0,,None
Batman: Arkham Origins - Initiation,2013-12-03,0.0,,None
Snapshot - DSLR Camera Control,2015-07-23,0.0,,None
Drift King: Survival,2016-11-24,0.0,,None
VR Invaders,2016-12-15,0.0,,None
Badiya,2016-11-11,0.0,,None
Gamer Simulator,2015-09-22,0.0,,None
Lucha Libre AAA,2014-01-21,0.0,,Teen
WolfWars,2015-01-02,0.0,,None
Dreamals: Dream Quest,2016-06-21,0.0,,Everyone
[ R.U.M.A ],2016-11-05,0.0,,None
Dashy Square VR,2016-07-14,0.0,,None
Antihorror,2016-07-27,0.0,,None
#SelfieTennis,2016-04-01,0.0,,None
